label,text
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Se identifica una grieta continua con orientación 67°. Se localiza sobre una ventana y muestra un ancho de 1.62 mm."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está donde se unen dos muros."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en la parte central del muro."""
puntual,"""Fisura corta y en cuña, localizada junto al borde. Apertura aproximada 3.17 mm."""
arrufo,"""Hay una grieta larga y diagonal más o menos sobre una ventana."""
puntual,"""Fisura corta y en cuña, localizada junto al borde. Apertura aproximada 1.28 mm."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en medio del muro. Observada inicialmente el 2025-10-03."""
puntual,"""Pequeña grieta aislada en la donde se unen dos muros."""
arrufo,"""Hay una grieta larga y arqueada más o menos sobre una puerta."""
puntual,"""La grita es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está sobre una puerta."""
puntual,"""Hay una grieta pequeña y en cuña justo en la esquina."""
arrufo,"""Fisura arqueada en la zona en la parte central del muro. Mide cerca de 2.96 m de largo y 1.07 mm de apertura."""
puntual,"""La fisura es corta y se ve profunda en la base del muro."""
arrufo,"""Una fisura arqueada apareció sobre una puerta."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece junto al borde."""
arrufo,"""Se identifica una grieta continua con orientación 63°. Se localiza en medio del muro y muestra un ancho de 2.52 mm."""
puntual,"""Hay una grita pequeña y quebrada justo junto al borde."""
arrufo,"""Fisura larga y larga continua, ubicada sobre una ventana. Ancho aproximado 1.8 mm y longitud cercana a 1.77 m."""
puntual,"""La fisura es corta y se ve profunda junto al borde."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está sobre una puerta. Observada inicialmente el 2025-09-11."""
puntual,"""Grieta escalonada muy cerca en la base del muro. Observada inicialmente el 2024-11-11."""
arrufo,"""Grieta grande y continua que va en diagonal sobre una ventana."""
puntual,"""Hay una grieta pequeña y en cuña justo en la base del muro."""
arrufo,"""Se identifica una grieta continua con orientación 23°. Se localiza en la parte central del muro y muestra un ancho de 0.99 mm."""
puntual,"""Fisura corta y aislada, localizada junto al borde. Apertura aproximada 4.56 mm."""
arrufo,"""Hay una grieta larga y larga continua más o menos sobre una puerta."""
puntual,"""Grieta escalonada muy cerca en la base del muro."""
arrufo,"""Fisura arqueada en la zona en la parte central del muro. Mide cerca de 0.6 m de largo y 2.89 mm de apertura."""
puntual,"""Se observa una grieta aislada en forma de en cuña, ubicada donde se unen dos muros. Longitud estimada 1.17 m."""
arrufo,"""Se identifica una grieta continua con orientación 39°. Se localiza en medio del muro y muestra un ancho de 1.89 mm."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está donde se unen dos muros."""
arrufo,"""Fisura larga y en arco, ubicada sobre una ventana. Ancho aproximado 0.45 mm y longitud cercana a 2.17 m."""
puntual,"""Grieta puntual en en la esquina con abertura de 3.97 mm y patrón corta."""
arrufo,"""Fisura larga y larga continua, ubicada en medio del muro. Ancho aproximado 1.18 mm y longitud cercana a 1.17 m."""
puntual,"""La grita es corta, aunque no sé si avanza más hacia arriba. Está en la base del muro."""
arrufo,"""Fisura arqueada en la zona en la zona intermedia. Mide cerca de 0.71 m de largo y 1.82 mm de apertura."""
puntual,"""Una fisura corta apareció donde se unen dos muros."""
arrufo,"""Fisura larga y curvada, ubicada sobre una ventana. Ancho aproximado 0.29 mm y longitud cercana a 1.19 m. Observada inicialmente el 2025-05-14."""
puntual,"""Una fisura corta apareció junto al borde."""
arrufo,"""Fisura larga y arqueada, ubicada sobre una ventana. Ancho aproximado 2.44 mm y longitud cercana a 0.69 m."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la parte central del muro."""
puntual,"""Fisura corta y aislada, localizada junto al borde. Apertura aproximada 4.55 mm."""
arrufo,"""Fisura larga y diagonal, ubicada sobre una puerta. Ancho aproximado 3.16 mm y longitud cercana a 3.23 m."""
puntual,"""Pequeña grieta aislada en la en la base del muro. Observada inicialmente el 2025-04-19."""
arrufo,"""Se identifica una grieta continua con orientación 46°. Se localiza sobre una puerta y muestra un ancho de 2.37 mm."""
puntual,"""Se observa una grieta aislada en forma de corta, ubicada en la base del muro. Longitud estimada 0.89 m."""
arrufo,"""Hay una grieta larga y diagonal más o menos en medio del muro."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Una fisura arqueada apareció en medio del muro. Observada inicialmente el 2025-04-30."""
puntual,"""Fisura corta y aislada, localizada en la esquina. Apertura aproximada 4.0 mm. Observada inicialmente el 2024-10-18."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""Fisura corta y en cuña, localizada en la base del muro. Apertura aproximada 2.01 mm. Observada inicialmente el 2024-12-12."""
arrufo,"""Fisura arqueada en la zona en la parte central del muro. Mide cerca de 2.69 m de largo y 2.65 mm de apertura. Observada inicialmente el 2025-05-20."""
puntual,"""Una fisura corta apareció en la esquina."""
arrufo,"""Grieta grande y continua que va en diagonal en la zona intermedia."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece donde se unen dos muros."""
arrufo,"""Hay una grieta larga y diagonal más o menos sobre una ventana."""
puntual,"""Grieta puntual en junto al borde con abertura de 5.1 mm y patrón quebrada."""
arrufo,"""Hay una grieta larga y arqueada más o menos sobre una ventana. Observada inicialmente el 2024-12-06."""
puntual,"""Una fisura corta apareció donde se unen dos muros."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la parte centrla del muro."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la zona intermedia. Observada inicialmente el 2025-03-13."""
puntual,"""Hay una grita pequeña y quebrada justo en la base del muro."""
arrufo,"""La grieta es larga, inclinada y se nota bastante en medio del muro. Observada inicialmente el 2025-04-10."""
puntual,"""Hay una grieta pequeña y corta justo en un extremo del muro."""
arrufo,"""Fisura arqueada en la zona sobre una ventana. Mide cerca de 3.95 m de largo y 1.98 mm de apertura. Observada inicialmente el 2025-01-26."""
puntual,"""Grieta puntual en en un extremo del muro con abertura de 5.2 mm y patrón aislada."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una puerta. Observada inicialmente el 2025-05-10."""
puntual,"""Fisura corta y escalonada, localizada en la esquina. Apertura aproximada 1.57 mm."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en medio del muro."""
puntual,"""Pequeña grieta aislada en la donde se unen dos muros."""
arrufo,"""Fisura arqueada en la zona en medio del muro. Mide cerca de 0.92 m de largo y 1.17 mm de apertura."""
puntual,"""La fisura es corta y se ve profunda en un extremo del muro. Observada inicialmente el 2025-10-25."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la parte cenral del muro."""
puntual,"""Fisura corta y en cuña, localizada en la esquina. Apertura aproximada 5.04 mm."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""Grieta puntual en en un extremo del muro con abertura de 2.32 mm y patrón corta."""
arrufo,"""Fisura arqueada en la zona en la parte cenral del muro. Mide cerca de 0.77 m de largo y 2.97 mm de apertura. Observada inicialmente el 2025-06-08."""
puntual,"""Fisura corta y corta, localizada en la esquina. Apertura aproximada 4.92 mm."""
arrufo,"""Hay una grieta larga y larga continua más o menos en la parte central del muro. Observada inicialmente el 2025-07-27."""
puntual,"""Grieta puntual en en un extremo del muro con abertura de 3.01 mm y patrón corta."""
arrufo,"""Fisura arqueada en la zona en la parte cenral del muro. Mide cerca de 2.99 m de largo y 2.45 mm de apertura."""
puntual,"""Grieta escalonada muy cerca junto al borde. Observada inicialmente el 2025-02-07."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en medio del muro."""
puntual,"""Grieta escalonada muy cerca donde se unen dos muros."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una puerta."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Fisura larga y arqueada, ubicada en la parte central del muro. Ancho aproximado 0.51 mm y longitud cercana a 2.29 m."""
puntual,"""Se nota en la esquina, pero no sé si es profunda. Observada inicialmente el 2025-10-16."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en la parte central del muro."""
puntual,"""La fisura es corta y se ve profunda junto al borde."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en la base del muro."""
arrufo,"""Fisura larga y diagonal, ubicada en medio del muro. Ancho aproximado 2.03 mm y longitud cercana a 1.7 m."""
puntual,"""Pequeña grieta aislada en la en un extremo del muro."""
arrufo,"""Una fisura arqueada apareció en medio del muro."""
puntual,"""Grieta puntual en donde se unen dos muros con abertura de 3.26 mm y patrón en cuña."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la zona intermedia. Observada inicialmente el 2024-11-16."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Se identifica una grieta continua con orientación 42°. Se localiza en medio del muro y muestra un ancho de 0.43 mm."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Vi una fisura que cruza casi todo el muro en la zona intermedia."""
puntual,"""Se observa una grieta aislada en forma de escalonada, ubicada donde se unen dos muros. Longitud estimada 0.71 m."""
arrufo,"""Una fisura arqueada apareció sobre una ventana."""
puntual,"""Fisura corta y aislada, localizada junto al borde. Apertura aproximada 1.6 mm."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en medio del muro."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece junto al borde."""
arrufo,"""Hay una grieta larga y larga continua más o menos sobre una ventana."""
puntual,"""Pequeña grieta aislada en la donde se unen dos muros. Observada inicialmente el 2025-03-30."""
arrufo,"""Hay una grieta larga y diagonal más o menos sobre una ventana."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en un extremo del muro. Observada inicialmente el 2024-10-19."""
arrufo,"""Grieta grande y continua que va en diagonal sobre una ventana. Observada inicialmente el 2025-02-12."""
puntual,"""Hay una grieta pequeña y escalonada justo en la base del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""Grieta puntual en en la esquina con abertura de 1.88 mm y patrón en cuña. Observada inicialmente el 2025-02-25."""
arrufo,"""La grita es larga, inclinada y se nota bastante en la zona intermedia."""
puntual,"""La fisura es corta y se ve profunda junto al borde."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en la parte central del muro."""
puntual,"""Fisura corta y corta, localizada donde se unen dos muros. Apertura aproximada 1.26 mm. Observada inicialmente el 2025-11-02."""
arrufo,"""Grieta grande y continua que va en diagonal sobre una ventana."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en la esquina."""
arrufo,"""La grieta es larga, inclinada y se nota bastante en medio del muro."""
puntual,"""Grieta escalonada muy cerca en un extremo del muro."""
arrufo,"""Grieta grande y continua que va en diagonal sobre una puerta."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Grieta grande y continua que va en diagonal sobre una ventana. Observada inicialmente el 2025-09-07."""
puntual,"""Se observa una grieta aislada en forma de en cuña, ubicada en un extremo del muro. Longitud estimada 0.52 m."""
arrufo,"""Hay una grieta larga y arqueada más o menos sobre una puerta."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Fisura arqueada en la zona sobre una puerta. Mide cerca de 1.83 m de largo y 1.31 mm de apertura."""
puntual,"""La griera es corta, aunque no sé si avanza más hacia arriba. Está en la base del muro."""
arrufo,"""La grieta es larga, inclinada y se nota bastante en medio del muro."""
puntual,"""Una fisura corta apareció en un extremo del muro."""
arrufo,"""Grieta grande y continua que va en diagonal en la parte central del muro."""
puntual,"""Grieta puntual en en la esquina con abertura de 1.45 mm y patrón quebrada."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la parte central del muro."""
puntual,"""Grieta escalonada muy cerca donde se unen dos muros."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en medio del muro."""
puntual,"""Se nota en la esquina, pero no sé si es profunda. Observada inicialmente el 2025-08-02."""
arrufo,"""Una fisura arqueada apareció sobre una ventana."""
puntual,"""Hay una grieta pequeña y corta justo junto al borde."""
arrufo,"""Fisura arqueada en la zona en la zona intermedia. Mide cerca de 1.72 m de largo y 0.72 mm de apertura."""
puntual,"""Fisura corta y escalonada, localizada en la base del muro. Apertura aproximada 2.69 mm."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está sobre una puerta."""
puntual,"""La fisura es corta y se ve profunda en la base del muro."""
arrufo,"""Una fisura arqueada apareció en la parte central del muro."""
puntual,"""Se nota en la esquina, pero no sé si es profunda. Observada inicialmente el 2025-02-25."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una puerta. Observada inicialmente el 2025-01-20."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Una fisura arqueada apareció sobre una puerta."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Una fisura arqueada apareció en la zona intermedia."""
puntual,"""Se nota en la esqina, pero no sé si es profunda."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la zona intermedia."""
puntual,"""Se observa una grieta aislada en forma de escalonada, ubicada en la base del muro. Longitud estimada 0.48 m. Observada inicialmente el 2025-02-14."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la zona intermedia."""
puntual,"""Grieta puntual en en la base del muro con abertura de 3.85 mm y patrón quebrada."""
arrufo,"""Fisura larga y curvada, ubicada en la parte cenral del muro. Ancho aproximado 0.87 mm y longitud cercana a 3.26 m."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en la base del muro. Observada inicialmente el 2025-05-17."""
arrufo,"""Fisura arqueada en la zona en medio del muro. Mide cerca de 1.4 m de largo y 1.89 mm de apertura."""
puntual,"""La fisura es corta y se ve profunda en un extremo del muro."""
arrufo,"""Una fisura arqueada apareció sobre una ventana."""
puntual,"""Se observa una grieta aislada en forma de en cuña, ubicada en un extremo del muro. Longitud estimada 1.28 m."""
arrufo,"""Fisura larga y en arco, ubicada en la parte cenral del muro. Ancho aproximado 0.74 mm y longitud cercana a 2.95 m."""
puntual,"""Grieta puntual en en la base del muro con abertura de 1.65 mm y patrón en cuña. Observada inicialmente el 2025-03-10."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está sobre una ventana. Observada inicialmente el 2025-02-18."""
puntual,"""Se nota en la eskina, pero no sé si es profunda."""
arrufo,"""Hay una grieta larga y en arco más o menos en la parte central del muro."""
puntual,"""Hay una grieta pequeña y corta justo en la base del muro. Observada inicialmente el 2025-10-07."""
arrufo,"""Fisura arqueada en la zona en la parte central del muro. Mide cerca de 3.62 m de largo y 0.61 mm de apertura."""
puntual,"""Hay una grieta pequeña y escalonada justo en la esquina."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en un extremo del muro."""
arrufo,"""Se identifica una grieta continua con orientación 65°. Se localiza sobre una ventana y muestra un ancho de 3.09 mm."""
puntual,"""Hay una grieta pequeña y aislada justo en un extremo del muro."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""Grieta escalonada muy cerca en la esquina."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""Hay una grita pequeña y quebrada justo en la esquina. Observada inicialmente el 2025-04-28."""
arrufo,"""Una fisura arqueada apareció sobre una puerta."""
puntual,"""Una fisura corta apareció en un extremo del muro."""
arrufo,"""Fisura arqueada en la zona sobre una puerta. Mide cerca de 1.68 m de largo y 2.82 mm de apertura."""
puntual,"""Se observa una grieta aislada en forma de corta, ubicada en la base del muro. Longitud estimada 1.03 m."""
arrufo,"""Fisura arqueada en la zona en medio del muro. Mide cerca de 2.27 m de largo y 2.64 mm de apertura. Observada inicialmente el 2024-10-30."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en la base del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""Pequeña griata aislada en la donde se unen dos muros."""
arrufo,"""Fisura arqueada en la zona en la parte central del muro. Mide cerca de 1.67 m de largo y 2.45 mm de apertura."""
puntual,"""Grieta escalonada muy cerca donde se unen dos muros."""
arrufo,"""Vi una fisura que cruza casi todo el muro en la zona intermedia."""
puntual,"""Fisura corta y quebrada, localizada junto al borde. Apertura aproximada 3.78 mm."""
arrufo,"""Una fisura arqueada apareció sobre una ventana. Observada inicialmente el 2025-08-31."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en la esquina."""
arrufo,"""Grieta grande y continua que va en diagonal en medio del muro."""
puntual,"""Grieta escalonada muy cerca en un extremo del muro."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en la base del muro."""
arrufo,"""Grieta grande y continua que va en diagonal en medio del muro."""
puntual,"""Grieta escalonada muy cerca junto al borde."""
arrufo,"""Se identifica una grieta continua con orientación 68°. Se localiza en la zona intermedia y muestra un ancho de 2.18 mm."""
puntual,"""Pequeña grieta aislada en la en un extremo del muro."""
arrufo,"""Fisura larga y en arco, ubicada en la zona intermedia. Ancho aproximado 1.05 mm y longitud cercana a 2.47 m."""
puntual,"""Se nota en la esquina, pero no sé si es profunda. Observada inicialmente el 2025-05-24."""
arrufo,"""Grieta grande y continua que va en diagonal en medio del muro. Observada inicialmente el 2025-08-13."""
puntual,"""Grieta escalonada muy cerca en la base del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la zona intermedia."""
puntual,"""Pequeña grieta aislada en la junto al borde."""
arrufo,"""Fisura arqueada en la zona sobre una ventana. Mide cerca de 3.88 m de largo y 1.72 mm de apertura."""
puntual,"""Se observa una grieta aislada en forma de en cuña, ubicada junto al borde. Longitud estimada 0.74 m."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está sobre una ventana. Observada inicialmente el 2024-12-20."""
puntual,"""La fisura es corta y se ve profunda en la base del muro."""
arrufo,"""Fisura larga y larga continua, ubicada en la zona intermedia. Ancho aproximado 2.1 mm y longitud cercana a 1.77 m."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en la esquina."""
arrufo,"""Hay una grieta larga y diagonal más o menos en la parte central del muro."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece donde se unen dos muros."""
arrufo,"""Se identifica una grieta continua con orientación 24°. Se localiza en la zona intermedia y muestra un ancho de 0.81 mm."""
puntual,"""Fisura corta y aislada, localizada en la esquina. Apertura aproximada 1.93 mm."""
arrufo,"""Se identifica una grieta continua con orientación 59°. Se localiza en medio del muro y muestra un ancho de 1.25 mm."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en la zona intermedia. Observada inicialmente el 2024-10-25."""
puntual,"""La fisura es corta y se ve profunda en la base del muro."""
arrufo,"""Se identifica una grieta continua con orientación 58°. Se localiza en la zona intermedia y muestra un ancho de 2.93 mm."""
puntual,"""Fisura corta y en cuña, localizada en la esquina. Apertura aproximada 1.87 mm."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en medio del muro."""
puntual,"""Pequeña grieta aislada en la en la base del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en medio del muro."""
puntual,"""Hay una grieta pequeña y en cuña justo donde se unen dos muros."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la parte central del muro. Observada inicialmente el 2025-06-23."""
puntual,"""La fisura es corta y se ve profunda junto al borde."""
arrufo,"""Fisura arqueada en la zona en la parte centrla del muro. Mide cerca de 2.21 m de largo y 2.18 mm de apertura."""
puntual,"""Hay una grieta pequeña y aislada justo en un extremo del muro."""
arrufo,"""La grieta es larga, inclinada y se nota bastante en la zona intermedia."""
puntual,"""La fisura es corta y se ve profunda en un extremo del muro."""
arrufo,"""Se identifica una grieta continua con orientación 20°. Se localiza en la parte central del muro y muestra un ancho de 2.24 mm."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la parte central del muro. Observada inicialmente el 2025-01-27."""
puntual,"""Fisura corta y aislada, localizada en la esquina. Apertura aproximada 5.96 mm."""
arrufo,"""Se identifica una grieta continua con orientación 42°. Se localiza sobre una ventana y muestra un ancho de 1.45 mm."""
puntual,"""Pequeña grieta aislada en la junto al borde."""
arrufo,"""Fisura arqueada en la zona en medio del muro. Mide cerca de 2.54 m de largo y 1.15 mm de apertura."""
puntual,"""Se observa una grieta aislada en forma de en cuña, ubicada junto al borde. Longitud estimada 0.53 m."""
arrufo,"""Vi una fisura que cruza casi todo el muro sobre una ventana."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en un extremo del muro."""
arrufo,"""Fisura larga y en arco, ubicada en medio del muro. Ancho aproximado 0.68 mm y longitud cercana a 3.5 m. Observada inicialmente el 2025-05-14."""
puntual,"""Fisura corta y aislada, localizada junto al borde. Apertura aproximada 1.3 mm."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en la zona intermedia."""
puntual,"""Fisura corta y escalonada, localizada junto al borde. Apertura aproximada 3.9 mm. Observada inicialmente el 2025-05-31."""
arrufo,"""Se identifica una grieta continua con orientación 63°. Se localiza en la zona intermedia y muestra un ancho de 1.22 mm. Observada inicialmente el 2025-01-12."""
puntual,"""Grieta escalonada muy cerca en la esquina. Observada inicialmente el 2025-11-13."""
arrufo,"""Fisura arqueada en la zona sobre una puerta. Mide cerca de 1.39 m de largo y 3.03 mm de apertura."""
puntual,"""Grieta escalonada muy cerca donde se unen dos muros."""
arrufo,"""Se identifica una grieta continua con orientación 64°. Se localiza sobre una puerta y muestra un ancho de 2.82 mm."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está sobre una ventana."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece donde se unen dos muros. Observada inicialmente el 2025-03-15."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la parte central del muro."""
puntual,"""Una fisura corta apareció en un extremo del muro. Observada inicialmente el 2025-06-25."""
arrufo,"""Fisura arqueada en la zona en medio del muro. Mide cerca de 1.02 m de largo y 1.55 mm de apertura."""
puntual,"""Una fisura corta apareció en la esquina."""
arrufo,"""Fisura larga y diagonal, ubicada sobre una ventana. Ancho aproximado 1.73 mm y longitud cercana a 1.3 m."""
puntual,"""Se observa una grieta aislada en forma de escalonada, ubicada en la eskina. Longitud estimada 1.44 m."""
arrufo,"""Fisura larga y arqueada, ubicada en la zona intermedia. Ancho aproximado 2.32 mm y longitud cercana a 1.41 m."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Una fisura arqueada apareció sobre una ventana. Observada inicialmente el 2024-11-27."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en un extremo del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una ventana."""
puntual,"""La fisura es corta y se ve profunda donde se unen dos muros."""
arrufo,"""Vi una fisura que cruza casi todo el muro sobre una ventana."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en medio del muro. Observada inicialmente el 2025-09-21."""
puntual,"""Se observa una grieta aislada en forma de corta, ubicada en un extremo del muro. Longitud estimada 1.17 m."""
arrufo,"""Fisura larga y larga continua, ubicada en la parte centrla del muro. Ancho aproximado 0.66 mm y longitud cercana a 3.06 m."""
puntual,"""Se observa una grieta aislada en forma de escalonada, ubicada junto al borde. Longitud estimada 0.79 m."""
arrufo,"""Fisura larga y en arco, ubicada en la zona intermedia. Ancho aproximado 0.71 mm y longitud cercana a 1.64 m. Observada inicialmente el 2025-06-07."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en la zona intermedia. Observada inicialmente el 2025-02-02."""
puntual,"""Fisura corta y escalonada, localizada en la esquina. Apertura aproximada 3.27 mm."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una ventana."""
puntual,"""Grieta escalonada muy cerca en la esquina."""
arrufo,"""La grieta es larga, inclinada y se nota bastante en la zona intermedia."""
puntual,"""Grieta escalonada muy cerca en un extremo del muro."""
arrufo,"""Grieta grande y continua que va en diagonal en medio del muro. Observada inicialmente el 2025-09-30."""
puntual,"""Se observa una grieta aislada en forma de corta, ubicada donde se unen dos muros. Longitud estimada 1.31 m."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece en la zona intermedia."""
puntual,"""Se nota en la esquina, pero no sé si es profunda."""
arrufo,"""Se identifica una grieta continua con orientación 33°. Se localiza en la zona intermedia y muestra un ancho de 1.7 mm."""
puntual,"""La fisura es corta y se ve profunda en un extremo del muro. Observada inicialmente el 2025-02-10."""
arrufo,"""Grieta grande y continua que va en diagonal en la zona intermedia."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está en la base del muro."""
arrufo,"""Vi una fisurra que cruza casi todo el muro sobre una puerta. Observada inicialmente el 2025-02-21."""
puntual,"""Una fisura corta apareció en la base del muro."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una puerta."""
puntual,"""Una fisura corta apareció donde se unen dos muros."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una puerta."""
puntual,"""Parece localizada en un punto, pero no estoy seguro. Aparece en la base del muro."""
arrufo,"""Vi una fisura que cruza casi todo el muro sobre una puerta."""
puntual,"""Fisura corta y escalonada, localizada donde se unen dos muros. Apertura aproximada 4.23 mm."""
arrufo,"""Creo que es larga, pero no estoy seguro, aparece sobre una puerta."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está donde se unen dos muros. Observada inicialmente el 2025-10-16."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece en medio del muro."""
puntual,"""La grieta es corta, aunque no sé si avanza más hacia arriba. Está junto al borde."""
arrufo,"""La grieta es larga, inclinada y se nota bastante sobre una ventana. Observada inicialmente el 2025-08-08."""
puntual,"""Grieta escalonada muy cerca en la esquina. Observada inicialmente el 2025-09-03."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una puerta."""
puntual,"""Grieta puntual en junto al borde con abertura de 2.75 mm y patrón quebrada."""
arrufo,"""Parece arqueada, pero también algo curva en partes. Aparece sobre una puerta."""
puntual,"""Se observa una grieta aislada en forma de en cuña, ubicada en un extremo del muro. Longitud estimada 0.39 m. Observada inicialmente el 2025-01-12."""
arrufo,"""Se ve inclinada, aunque no sé si es continua. Está en la parte central del muro. Observada inicialmente el 2025-04-22."""
puntual,"""Fisura corta y aislada, localizada junto al borde. Apertura aproximada 4.36 mm."""
